ref,title,author,date,canon_degree,glob_word,glob_book,glob_part,glob_chapter,glob_paragraph,glob_sentence,glob_av_word_per_sent,glob_verb,glob_adverb,glob_adj,glob_coord,glob_sub,glob_il,glob_ils,glob_elle,glob_elles,glob_je,glob_nous,glob_etat,glob_voc,first_word,first_paragraph,first_sentence,first_av_word_per_sent,first_verb,first_adverb,first_adj,first_coord,first_sub,first_il,first_ils,first_elle,first_elles,first_je,first_nous,first_etat,first_voc,first_ten_word,first_ten_sentence,first_ten_av_word_per_sent,first_ten_verb,first_ten_adverb,first_ten_adj,first_ten_coord,first_ten_sub,first_ten_il,first_ten_ils,first_ten_elle,first_ten_elles,first_ten_je,first_ten_nous,first_ten_etat,first_ten_voc,mid_word,mid_paragraph,mid_sentence,mid_av_word_per_sent,mid_verb,mid_adverb,mid_adj,mid_coord,mid_sub,mid_il,mid_ils,mid_elle,mid_elles,mid_je,mid_nous,mid_etat,mid_voc,last_word,last_paragraph,last_sentence,last_av_word_per_sent,last_verb,last_adverb,last_adj,last_coord,last_sub,last_il,last_ils,last_elle,last_elles,last_je,last_nous,last_etat,last_voc,last_ten_word,last_ten_sentence,last_ten_av_word_per_sent,last_ten_verb,last_ten_adverb,last_ten_adj,last_ten_coord,last_ten_sub,last_ten_il,last_ten_ils,last_ten_elle,last_ten_elles,last_ten_je,last_ten_nous,last_ten_etat,last_ten_voc,titled_books,titled_parts,titled_chapters,numbered_books,numbered_parts,numbered_chapters
2004_Grange-Jean-Christophe_La-Ligne-noire.xml,La Ligne noire    ,"Grangé, Jean-Christophe",2004,empty,168194,0,3,93,5221,12069,11,16530,8720,8218,2954,891,1908,135,560,35,343,73,3498,9037,723,20,58,11,83,26,22,10,3,13,1,1,0,0,0,9,283,16819,1133,13,1529,839,877,294,81,248,15,16,2,9,12,303,2867,2008,73,137,11,187,95,125,36,15,25,1,2,1,3,0,39,669,3358,106,282,10,326,164,157,62,17,13,4,48,0,22,1,94,859,16819,1329,11,1625,916,805,292,86,106,14,190,1,55,5,394,2637,0,3,0,0,0,93
1976_Sarraute-Nathalie_disent-les-imbeciles.xml,"""disent les imbéciles""    ","Sarraute, Nathalie",1975,empty,39584,0,0,0,272,2816,11,4053,3202,2025,656,450,556,156,197,11,332,172,1251,3421,723,20,58,11,83,26,22,10,3,13,1,1,0,0,0,9,283,3958,280,13,374,262,251,68,53,39,10,28,2,17,26,130,776,2008,73,137,11,187,95,125,36,15,25,1,2,1,3,0,39,669,3358,106,282,10,326,164,157,62,17,13,4,48,0,22,1,94,859,3958,232,15,404,347,170,72,65,67,9,13,2,48,13,131,803,0,0,0,0,0,0
1996_Despentes-Virginie_Les-Chiennes-savantes.xml,Les Chiennes savantes    ,"Despentes, Virginie",1996,empty,67227,0,1,60,2187,3352,14,6480,4773,2881,1615,591,692,83,597,84,944,107,2015,4329,1990,67,89,13,161,111,128,50,12,9,0,19,4,11,3,50,624,6722,334,19,593,435,387,170,48,40,4,52,11,65,14,177,1387,888,36,45,16,94,68,28,19,6,8,1,3,0,13,2,22,296,5582,151,291,14,557,405,208,144,36,76,8,68,7,102,5,160,906,6722,352,18,663,491,239,176,42,96,8,72,7,121,7,210,997,0,1,60,0,1,60
1926_Mac-Orlan-Pierre_Les-clients-du-Bon-Chien-Jaune.xml,Les clients du Bon Chien Jaune    ,"Mac Orlan, Pierre",1926,empty,27939,0,0,10,635,1528,16,2905,1304,1386,766,169,124,25,44,2,300,210,559,3029,3532,79,193,15,361,169,200,96,19,17,2,5,1,30,3,67,853,2793,155,16,281,126,167,81,14,10,2,5,0,25,3,57,740,2809,51,155,15,331,154,120,75,23,9,2,3,1,45,13,43,777,1448,63,98,14,129,65,86,38,5,4,1,3,0,11,10,26,504,2793,167,15,287,122,152,82,15,6,3,3,0,38,10,52,776,0,0,10,0,0,9
1854_Karr-Alphonse_Histoire-d-un-pion.xml,Histoire d'un pion    ,"Karr, Alphonse",1854,empty,17625,0,0,6,158,856,22,1628,1137,636,528,143,197,47,21,1,124,141,456,2002,6599,1,269,23,583,356,291,195,47,78,8,6,0,36,93,167,1138,1762,50,33,128,88,89,57,8,10,4,1,0,2,25,44,502,2681,116,246,13,259,184,75,69,28,13,0,9,1,32,9,71,456,5010,1,195,24,494,391,166,163,39,58,39,5,0,28,28,123,891,1762,77,20,181,160,60,66,10,16,22,1,0,9,4,44,426,0,0,6,0,0,1
1866_Gaboriau-Emile_L-affaire-Lerouge.xml,L'affaire Lerouge    ,"Gaboriau, Émile",1866,empty,145894,0,0,20,3662,6913,16,15350,9441,6480,3585,1342,2065,92,695,38,1145,207,4135,6223,7116,207,366,16,661,470,326,196,51,84,3,48,5,29,18,227,1300,14589,722,19,1400,966,657,384,115,190,8,66,6,90,28,435,2046,7260,160,345,16,732,473,282,164,67,124,4,23,0,44,2,183,1378,629,12,31,13,49,44,29,17,2,6,4,5,0,4,0,18,261,14589,694,20,1629,897,590,326,120,249,6,74,5,95,13,367,2034,0,0,20,0,0,20
1878_Houssaye-Arsene_Arsene-Houssaye-Les-Trois-duchesses-Tome-1-(1878).xml,Arsène Houssaye. Les Trois duchesses - Tome 1 (1878)    ,"Houssaye, Arsène",1878,empty,61029,4,0,34,1951,2722,17,5653,4490,2403,1393,751,588,38,755,63,438,97,1931,3550,2743,77,117,18,269,203,137,57,40,43,7,21,2,18,2,73,666,6102,245,23,580,435,272,139,76,81,8,58,9,37,4,167,1085,2066,80,123,13,222,139,61,55,23,31,1,17,0,16,3,51,491,1268,29,58,20,129,73,53,19,13,15,0,20,0,3,2,37,381,6102,293,19,593,439,224,126,73,63,0,81,2,37,7,217,999,4,0,34,4,0,34
1909_Giraudoux-Jean_Provinciales.xml,Provinciales    ,"Giraudoux, Jean",1909,empty,45193,0,2,25,644,1632,26,5003,2399,1919,1545,586,436,106,242,91,217,82,882,4250,1580,22,61,24,179,101,71,59,23,24,1,5,2,11,3,29,466,4519,167,25,536,245,207,195,62,47,20,16,10,32,9,73,966,2457,37,89,27,263,155,120,74,26,21,9,2,1,0,1,39,736,1715,26,53,31,193,99,81,55,29,24,2,11,5,1,0,23,551,4519,160,27,488,231,213,149,73,67,6,22,22,4,6,78,1052,0,2,25,0,0,25
1985_Barjavel-Rene_La-peau-de-Cesar.xml,La peau de César    ,"Barjavel, René",1985,empty,49206,0,0,4,1245,3634,10,4914,2699,2115,1297,347,592,113,161,19,204,61,1318,4010,22689,549,1749,10,2167,1278,1019,564,174,283,66,69,10,123,25,614,2636,4920,371,12,445,259,239,130,33,65,15,2,4,26,5,127,1076,13687,376,969,10,1466,724,604,396,89,142,12,44,4,45,18,360,2031,2767,53,190,12,248,166,93,77,24,39,4,29,0,7,1,88,673,4920,328,14,471,296,197,149,33,73,10,38,0,13,1,139,1040,0,0,4,0,0,0
1945_Gracq-Julien_Un-beau-tenebreux.xml,Un beau ténébreux    ,"Gracq, Julien",1945,empty,71763,0,0,0,1007,3643,18,5711,4565,5382,1335,876,459,35,133,10,535,157,1431,6052,22689,549,1749,10,2167,1278,1019,564,174,283,66,69,10,123,25,614,2636,7176,266,26,514,411,528,137,90,18,1,26,1,59,14,138,1685,13687,376,969,10,1466,724,604,396,89,142,12,44,4,45,18,360,2031,2767,53,190,12,248,166,93,77,24,39,4,29,0,7,1,88,673,7176,471,14,650,381,669,85,108,43,1,22,0,30,0,100,1310,0,0,0,0,0,0
1881_Feuillet-Octave_La-petite-comtesse.xml,La petite comtesse    ,"Feuillet, Octave",1857,empty,34540,0,0,9,526,1047,28,3211,2121,1918,1023,262,181,31,183,12,481,112,789,3583,3994,23,99,40,337,158,261,120,25,29,6,10,1,38,2,77,1166,3454,83,40,284,128,232,101,23,26,6,9,1,37,2,69,1061,5211,70,153,33,423,364,327,169,34,32,11,35,5,51,24,124,1239,1686,35,65,20,179,95,71,55,14,15,1,1,0,22,22,38,501,3454,165,19,345,214,160,88,27,25,1,14,0,42,23,95,801,0,0,9,0,0,9
1997_Grange-Jean-Christophe_Les-rivieres-pourpres.xml,Les rivières pourpres    ,"Grangé, Jean-Christophe",1998,empty,120471,0,0,60,4214,9428,10,11173,6217,5871,2471,557,832,121,210,25,288,142,2407,7035,1843,35,122,12,180,62,91,39,7,11,1,1,0,0,2,20,624,12047,935,11,1119,564,619,255,45,81,13,10,1,23,14,203,2234,1899,74,164,9,203,122,67,42,7,10,1,16,0,17,1,51,489,2890,66,213,12,278,135,117,67,21,11,15,16,0,14,17,48,713,12047,843,13,1101,598,579,283,55,67,39,38,3,31,23,218,2027,0,0,0,0,0,60
1982_Chessex-Jacques_Judas-le-transparent.xml,Judas le transparent    ,"Chessex, Jacques",1982,empty,54410,0,0,4,514,3216,15,4522,2640,2768,1597,406,545,70,230,31,448,132,1263,4626,13832,124,876,14,1071,699,704,405,112,130,20,78,10,107,26,316,2142,5441,320,15,391,226,299,177,39,43,6,16,8,17,4,112,1275,21268,232,1182,16,1808,978,1072,656,134,269,30,71,10,146,60,507,2836,5206,45,402,11,433,276,301,138,44,25,1,37,0,41,7,109,1141,5441,415,12,448,281,320,144,46,26,1,37,0,42,7,110,1181,0,0,4,0,0,4
2000_Claudel-Philippe_J-abandonne.xml,J'abandonne    ,"Claudel, Philippe",2000,empty,28855,0,0,0,306,1216,19,2719,1832,1005,723,284,279,29,173,16,271,133,700,2853,13832,124,876,14,1071,699,704,405,112,130,20,78,10,107,26,316,2142,2885,136,19,278,182,110,73,25,24,2,10,2,29,16,74,708,21268,232,1182,16,1808,978,1072,656,134,269,30,71,10,146,60,507,2836,5206,45,402,11,433,276,301,138,44,25,1,37,0,41,7,109,1141,2885,91,24,308,205,87,66,20,45,4,11,1,56,3,61,555,0,0,0,0,0,0
1977_Pagnol-Marcel_Souvenirs-d-enfance-IV-Le-temps-des-amours.xml,Souvenirs d'enfance IV - Le temps des amours    ,"Pagnol, Marcel",1977,empty,80568,0,0,10,2085,2864,22,7813,4715,3969,2715,616,1132,130,116,36,593,423,1826,5850,1881,37,61,27,147,111,108,59,17,20,3,1,1,21,15,50,578,8056,282,27,789,432,406,276,67,105,7,6,1,91,49,164,1559,4174,127,146,22,363,248,237,149,28,43,10,7,1,50,18,107,970,8531,264,446,15,971,462,437,260,43,118,11,22,5,87,54,184,1425,8056,297,26,641,557,373,249,62,164,6,9,1,17,34,198,1342,0,0,10,0,0,10
1934_Duhamel-Georges_Vue-de-la-terre-promise.xml,Vue de la terre promise    ,"Duhamel, Georges",1933,empty,71213,1,0,19,1577,4551,13,6769,5373,3266,1664,561,550,40,149,7,700,366,1841,5043,4738,137,299,13,493,318,166,103,41,25,1,7,0,41,31,99,900,7121,470,14,723,522,279,154,59,43,1,8,0,61,47,151,1185,4262,130,289,12,447,335,190,91,34,32,0,9,0,41,19,119,823,3728,52,206,13,359,299,148,77,36,38,5,17,0,47,25,113,779,7121,434,15,704,551,307,150,59,51,5,24,1,93,30,221,1277,1,0,19,0,0,0
1898_Cherbuliez-Victor_Jacquine-Vanesse.xml,Jacquine Vanesse    ,"Cherbuliez, Victor",1898,empty,94069,0,0,19,1148,3169,27,9519,5341,5023,2605,709,1299,102,1377,90,500,106,2583,5812,7652,66,257,28,705,448,470,188,61,134,10,88,6,44,9,234,1557,9406,305,29,852,547,569,237,75,183,12,96,7,44,9,275,1808,8177,86,278,27,862,430,445,218,69,124,8,98,20,27,4,202,1602,4566,62,178,24,506,288,244,117,23,45,4,56,3,36,1,133,1037,9406,355,25,1024,576,452,246,60,94,7,127,6,80,6,274,1567,0,0,4,0,0,0
1994_Grange-Jean-Christophe_Le-vol-des-cigognes.xml,Le vol des cigognes    ,"Daeninckx, Didier",1993,empty,119459,0,5,44,2713,8837,12,10829,5670,6306,2392,489,487,71,104,40,593,280,2541,7293,1288,21,100,11,129,68,69,34,6,8,0,0,2,9,1,20,473,11945,883,12,1052,595,665,254,43,45,10,8,9,73,18,234,2128,1539,23,85,17,140,73,85,34,11,7,0,2,0,7,9,26,564,458,8,25,17,25,27,20,14,1,1,0,1,0,0,2,7,226,11945,804,13,1133,488,713,260,48,53,6,18,0,60,26,220,2301,0,5,1,0,5,43
1984_Duras-Marguerite_L-Amant.xml,L'Amant    ,"Duras, Marguerite",1984,empty,35673,0,0,0,250,1695,15,3020,2674,1499,635,326,499,74,532,29,343,104,1203,2671,1288,21,100,11,129,68,69,34,6,8,0,0,2,9,1,20,473,3567,161,21,236,280,165,69,34,28,9,26,1,52,24,127,646,1539,23,85,17,140,73,85,34,11,7,0,2,0,7,9,26,564,458,8,25,17,25,27,20,14,1,1,0,1,0,0,2,7,226,3567,139,24,273,267,154,85,35,65,8,47,6,9,0,126,652,0,0,0,0,0,0
1910_Rolland-Romain_Jean-Christophe-Tome-VIII-Les-amies.xml,Jean-Christophe - Tome VIII - Les amies    ,"Rolland, Romain",1910,empty,66954,1,0,0,1039,2987,20,6765,4683,3515,1934,539,921,212,1020,47,170,65,1924,4587,66954,1039,2987,20,6765,4683,3515,1934,539,921,212,1020,47,170,65,1924,4587,6695,278,22,648,388,369,191,43,123,17,14,9,4,1,166,1344,66954,1039,2987,20,6765,4683,3515,1934,539,921,212,1020,47,170,65,1924,4587,66954,1039,2987,20,6765,4683,3515,1934,539,921,212,1020,47,170,65,1924,4587,6695,297,21,650,470,335,200,48,121,23,73,0,23,6,218,1165,1,0,0,1,0,0
1984_Germain-Sylvie_Le-Livre-des-Nuits.xml,Le Livre des Nuits    ,"Germain, Sylvie",1984,empty,103396,0,5,36,1250,4441,21,9966,6889,5076,4045,906,1160,281,819,53,96,27,2042,5879,2641,26,98,25,273,134,131,110,23,40,1,20,1,0,0,36,712,10339,408,24,1051,667,505,428,99,132,11,64,3,9,1,181,1726,2165,18,104,19,256,150,122,70,19,34,3,4,3,1,1,47,608,1560,150,67,8,143,66,118,43,12,24,1,4,0,0,0,21,490,10339,543,18,885,663,554,381,76,104,43,40,2,13,2,203,1679,0,5,36,0,1,35
1859_Strub-Florence_L-Ermite-de-Vallombreuse-suivi-de-Madeleine.xml,"L'Ermite de Vallombreuse, suivi de Madeleine    ","Strub, Florence",1859,empty,36467,0,0,35,602,853,28,4221,2398,1733,1290,454,317,81,466,30,378,68,961,2959,903,18,25,28,110,35,53,29,6,11,0,1,0,1,2,14,359,3646,73,46,415,190,223,104,27,38,3,55,1,6,3,76,916,1576,35,50,21,175,104,70,50,16,14,8,15,8,8,2,37,461,533,11,12,23,59,32,25,17,8,1,1,9,0,4,0,17,219,3646,95,37,403,248,153,130,52,27,10,54,1,44,9,110,762,0,0,9,0,0,0
1997_Modiano-Patrick_Dora-Bruder.xml,Dora Bruder    ,"Modiano, Patrick",1997,empty,31923,0,0,26,448,1533,17,1881,1323,1249,811,162,189,47,125,21,133,41,748,3163,666,14,37,13,33,24,24,13,1,3,0,1,0,5,0,12,243,3192,152,19,185,108,101,77,10,15,1,2,1,22,0,52,757,413,6,10,42,24,12,15,10,3,0,0,3,1,0,0,9,175,1797,22,94,15,98,65,69,48,10,5,4,9,5,1,0,42,496,3192,162,18,187,114,114,79,13,17,5,9,5,12,3,63,742,0,0,8,0,0,0
1922_Margueritte-Victor_La-garçonne.xml,La garçonne    ,"Margueritte, Victor",1922,empty,81521,0,3,20,2067,3093,18,7150,4785,4192,1723,797,483,91,814,40,247,122,1636,6752,4434,72,191,18,362,252,278,131,52,10,5,73,3,1,1,118,1137,8152,330,23,690,463,500,200,79,42,6,88,3,7,7,180,1825,6878,144,239,20,623,429,392,146,54,37,5,107,0,10,1,123,1732,29,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,8152,300,26,423,316,296,102,53,22,8,36,7,30,5,132,1446,0,3,1,0,0,0
1888_Mirbeau-Octave_L-Abbe-Jules.xml,L'Abbé Jules    ,"Mirbeau, Octave",1888,empty,89259,0,2,10,1630,2274,29,8568,5077,5155,2494,638,1320,94,178,31,504,192,1757,6261,5279,74,124,34,473,342,307,126,49,63,11,17,1,40,13,99,1231,8925,205,42,772,501,532,244,79,92,20,29,1,46,34,154,1876,3211,92,95,26,325,201,123,98,25,62,1,1,0,10,11,82,805,2579,53,75,26,206,131,149,71,14,27,5,1,0,13,11,71,740,8925,242,35,870,476,491,210,58,105,11,17,1,89,16,194,1642,0,2,0,0,0,0
1894_Vanderem-Fernand_La-Cendre-Roman.xml,La Cendre. Roman    ,"Vandérem, Fernand",1894,empty,56448,0,0,15,1847,3150,13,5531,3830,2899,1325,531,630,49,263,20,363,69,1115,4869,3778,109,172,15,396,267,186,97,35,71,3,39,0,14,2,66,977,5644,245,22,544,384,314,149,49,98,4,44,1,17,4,106,1394,1877,52,120,12,176,109,93,44,9,31,1,2,1,8,4,37,641,1867,72,96,11,170,144,90,30,17,11,1,4,0,26,0,44,584,5644,363,14,550,454,257,109,54,31,3,7,2,68,3,139,1201,0,0,2,0,0,0
1857_Feval-Paul-(pere)_Les-Errants-de-la-nuit.xml,Les Errants de la nuit    ,"Féval, Paul (père)",1857,empty,115007,0,2,30,3582,5874,14,11465,6038,5153,2742,852,978,117,214,10,367,274,2848,5688,3971,90,186,18,310,206,229,98,26,29,4,6,0,1,6,106,1020,11500,597,18,1046,582,534,272,72,92,10,18,0,25,22,307,1803,4364,62,181,21,312,173,291,105,27,11,6,1,1,2,17,102,1196,7782,228,391,15,813,391,355,192,57,52,15,25,0,11,27,197,1358,11500,585,18,1192,615,488,279,80,91,19,35,0,19,39,297,1670,0,2,30,0,2,30
1927_Gide-Andre_Les-Faux-monnayeurs.xml,Les Faux-monnayeurs    ,"Gide, André",1927,empty,134105,0,3,43,2732,6201,18,15760,11217,4719,3435,1292,2100,139,538,32,1608,325,3608,5921,2148,51,113,15,247,177,93,49,12,30,0,1,0,16,4,56,598,13410,641,19,1594,1184,431,357,109,260,13,62,3,136,28,386,1667,3592,63,163,20,448,340,113,80,53,31,2,20,0,82,12,106,684,2620,38,102,22,285,225,85,68,30,54,1,4,0,16,16,68,645,13410,633,20,1598,1173,457,351,150,232,7,22,3,133,24,356,1767,0,3,8,0,0,0
1930_Leblanc-Maurice_Le-prince-de-Jericho.xml,Le prince de Jéricho    ,"Leblanc, Maurice",1930,empty,63702,0,4,20,2238,3445,15,6447,4133,2283,2202,532,672,60,371,8,358,146,1617,4330,4092,190,231,15,358,244,207,134,32,22,4,17,1,21,8,79,1030,6370,344,17,537,412,310,218,52,51,5,17,1,29,9,129,1371,3273,162,206,11,338,207,108,115,31,37,1,14,0,30,4,85,811,2720,70,129,15,292,196,88,93,30,27,0,12,0,37,8,66,670,6370,325,18,652,438,204,216,74,63,8,33,0,61,15,169,1165,0,4,20,0,1,20
1843_Tillier-Claude_Mon-oncle-Benjamin.xml,Mon oncle Benjamin    ,"Tillier, Claude",1843,empty,93899,0,0,21,1779,2762,27,8640,5406,3546,2655,986,1338,160,259,40,817,277,2476,5944,4264,52,133,28,338,263,196,131,58,58,17,12,1,22,15,131,1027,9389,298,30,730,538,456,293,91,127,18,19,2,42,25,240,1996,4565,97,126,26,422,327,150,99,50,57,4,6,1,73,17,120,867,7165,135,265,23,696,385,254,211,61,90,14,19,1,72,30,184,1327,9389,333,27,917,488,360,283,81,124,24,34,2,93,39,262,1561,0,0,21,0,0,21
1967_Perec-Georges_Un-homme-qui-dort.xml,Un homme qui dort    ,"Perec, Georges",1967,empty,29150,0,0,0,359,866,31,2320,2060,1539,736,228,176,39,20,2,3,0,569,3630,4264,52,133,28,338,263,196,131,58,58,17,12,1,22,15,131,1027,2915,82,34,234,252,146,88,25,20,9,1,0,0,0,64,731,4565,97,126,26,422,327,150,99,50,57,4,6,1,73,17,120,867,7165,135,265,23,696,385,254,211,61,90,14,19,1,72,30,184,1327,2915,110,25,253,223,156,86,19,23,2,1,0,0,0,79,848,0,0,0,0,0,0
1968_Simonin-Albert_Le-Hotu.xml,Le Hotu    ,"Simonin, Albert",1968,empty,185929,0,1,16,3468,7393,19,17009,9235,10031,2792,886,2105,245,748,37,210,69,3217,10756,11004,178,437,22,982,479,628,127,55,102,9,38,7,6,3,162,2449,18592,799,22,1606,826,1082,227,94,181,12,71,8,12,6,266,3517,10932,190,429,21,974,578,565,180,56,116,21,47,0,10,4,204,2328,13101,246,546,19,1191,631,694,228,54,135,9,40,1,11,5,224,2618,18592,780,22,1743,928,991,318,77,206,12,56,4,26,10,329,3260,0,1,16,0,0,1
1909_Leblanc-Maurice_L-Aiguille-creuse.xml,L'Aiguille creuse    ,"Leblanc, Maurice",1909,empty,73175,0,0,10,2243,3267,17,6787,4256,3050,2110,504,926,115,132,20,337,155,1784,4883,7817,300,370,16,655,473,340,241,51,99,6,15,7,40,18,199,1437,7317,345,20,615,451,325,231,44,93,4,15,7,36,16,184,1389,6737,193,286,17,654,334,236,199,38,94,20,10,0,18,13,133,1388,9123,300,371,17,892,448,413,275,66,77,20,20,0,42,30,207,1697,7317,284,24,742,343,345,218,46,66,20,15,0,36,19,154,1478,0,0,10,0,0,10
1942_Queneau-Raymond_Pierrot-mon-ami.xml,Pierrot mon ami    ,"Queneau, Raymond",1942,empty,61165,0,0,9,1841,3572,15,6466,4317,2328,1715,411,768,83,169,17,350,41,1524,4726,7445,161,383,18,781,491,352,245,50,67,21,4,6,11,3,134,1527,6116,297,19,638,407,278,211,44,53,21,2,5,9,2,106,1339,7542,256,440,14,886,524,241,210,57,117,13,25,0,39,10,199,1240,3572,96,196,16,367,249,122,98,21,76,5,5,0,18,2,80,833,6116,374,15,645,465,208,166,34,107,6,10,0,36,4,152,1162,0,0,2,0,0,0
1880_Ulbach-Louis_Le-Crime-de-Martial-par-Louis-Ulbach-(1880).xml,"Le Crime de Martial, par Louis Ulbach (1880)    ","Ulbach, Louis",1880,empty,84051,0,0,19,2335,3701,18,9412,5059,3415,1943,719,718,61,721,62,496,101,2074,4602,5686,148,264,17,549,365,216,144,53,42,2,41,1,44,3,145,1137,8405,357,22,838,525,350,216,77,66,3,88,2,46,3,206,1483,4640,143,198,18,535,292,167,114,45,31,0,83,2,11,3,106,946,6710,219,302,15,791,320,257,146,54,78,3,25,2,10,6,155,1247,8405,379,21,975,418,326,185,68,87,4,35,7,13,8,210,1433,0,0,19,0,0,19
1947_Vian-Boris_L-ecume-des-jours.xml,L'écume des jours    ,"Vian, Boris",1947,empty,61210,0,0,68,2550,4022,12,7651,3622,2803,1892,334,422,88,173,22,215,47,1275,4518,2788,65,156,16,291,107,150,74,15,15,1,3,1,9,1,47,813,6121,333,17,654,295,285,176,36,34,10,19,2,22,6,119,1347,1807,96,123,10,225,103,92,52,9,8,0,3,1,8,1,52,524,593,32,43,7,81,54,24,18,7,13,0,0,0,10,0,18,184,6121,367,15,786,355,295,225,34,75,19,20,3,16,6,105,1087,0,0,36,0,0,0
2000_Quignard-Pascal_Terrasse-a-Rome.xml,Terrasse à Rome    ,"Quignard, Pascal",2000,empty,20921,0,0,47,369,1333,14,1949,1018,996,414,107,202,34,95,7,54,15,546,2685,295,2,21,13,20,14,12,3,0,0,0,2,0,3,1,9,137,2092,155,12,201,109,105,27,13,15,4,28,1,7,1,56,586,297,2,19,11,33,20,4,4,2,3,0,4,0,1,2,9,133,181,1,15,11,19,8,11,7,6,2,0,0,0,0,0,6,98,2092,120,16,165,69,100,51,13,12,2,2,0,4,0,60,649,0,0,47,0,0,0
1959_Sagan-Françoise_Aimez-vous-Brahms.xml,Aimez-vous Brahms    ,"Sagan, Françoise",1959,empty,33842,0,0,18,773,1995,16,3844,2402,1552,953,265,501,37,599,5,148,19,711,2748,2362,52,154,14,258,157,108,58,24,31,3,50,0,4,1,48,596,3384,232,13,388,241,158,81,31,44,4,61,0,13,1,71,754,2480,42,111,22,280,176,101,90,23,58,1,45,0,6,2,48,584,1462,28,86,14,190,96,63,34,10,22,4,42,0,3,0,19,400,3384,166,19,384,248,160,76,29,60,7,87,3,6,1,63,734,0,0,18,0,0,0
1970_Gary-Romain_Chien-blanc.xml,Chien blanc    ,"Gary, Romain",1970,empty,71140,0,3,26,1810,4329,14,6234,4168,3800,1530,451,544,124,85,21,494,215,1919,5718,2298,23,76,27,185,121,149,64,14,12,5,0,0,20,9,47,726,7114,375,17,597,374,390,150,47,52,8,1,0,62,11,171,1511,943,24,66,14,101,51,39,21,14,10,2,0,0,7,4,25,317,2493,87,192,10,223,154,102,49,17,15,1,2,0,23,17,76,653,7114,549,11,681,449,303,148,48,41,14,14,7,86,33,219,1322,0,3,26,0,0,0
2012_Echenoz-Jean_14.xml,14    ,"Échenoz, Jean",2012,empty,22235,0,0,16,190,527,40,1781,1642,1023,629,181,177,36,25,11,17,6,473,3463,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2223,57,37,186,126,126,64,20,20,1,0,0,2,1,47,727,1728,12,36,47,131,151,71,46,14,21,4,1,0,0,0,51,552,1856,15,44,34,155,117,95,52,15,18,1,2,2,0,1,49,624,2223,52,41,188,145,117,63,19,20,2,2,2,0,1,58,746,0,0,16,0,0,15
1930_Galopin-Arnould_Le-sergent-Bucaille.xml,Le sergent Bucaille    ,"Galopin, Arnould",1930,empty,68393,0,2,31,1743,2223,22,7248,4151,2546,2066,530,811,137,90,31,359,1310,1869,4669,2139,41,69,23,206,123,88,65,27,23,2,1,0,15,45,54,640,6839,206,31,651,400,288,227,69,56,19,1,4,33,152,163,1449,1561,51,34,28,149,111,42,40,14,24,2,0,3,11,16,60,426,1511,52,62,21,140,77,52,47,15,12,2,0,0,10,29,47,501,6839,237,27,719,373,227,209,45,85,8,5,0,54,105,210,1324,0,2,31,0,0,31
1986_Duras-Marguerite_Les-Yeux-Bleus-Cheveux-Noirs.xml,Les Yeux Bleus Cheveux Noirs    ,"Duras, Marguerite",1986,empty,31364,0,0,0,831,2069,13,3317,2290,1051,452,342,602,98,663,16,74,14,1098,1671,2139,41,69,23,206,123,88,65,27,23,2,1,0,15,45,54,640,3136,214,13,310,220,141,48,42,54,8,52,3,4,1,105,549,1561,51,34,28,149,111,42,40,14,24,2,0,3,11,16,60,426,1511,52,62,21,140,77,52,47,15,12,2,0,0,10,29,47,501,3136,174,17,289,198,96,53,47,60,16,57,3,7,6,125,530,0,0,0,0,0,0
1881_France-Anatole_Le-crime-de-Sylvestre-Bonnard.xml,Le crime de Sylvestre Bonnard    ,"France, Anatole",1881,empty,66566,0,2,5,1196,2055,19,6426,3661,3714,2252,583,505,71,324,24,827,166,1724,5243,2383,20,59,24,194,101,128,78,24,21,0,5,0,24,12,43,714,6656,208,30,621,328,376,230,47,64,5,25,1,80,10,153,1384,2537,41,72,19,246,149,143,105,21,16,0,16,0,40,2,83,700,1021,25,34,20,95,61,60,37,8,14,7,1,0,4,0,29,355,6656,220,29,634,405,364,228,63,79,18,24,2,69,21,208,1357,0,2,1,0,0,0
1844_Balzac-Honore-de_Splendeurs-et-miseres-des-courtisanesFC.xml,Splendeurs et misères des courtisanes,"Balzac, Honoré de",1844,empty,217591,0,0,0,3864,7073,25,20308,10018,9302,5255,1999,1946,205,837,115,938,385,5011,8454,2383,20,59,24,194,101,128,78,24,21,0,5,0,24,12,43,714,21759,672,31,1999,1047,1286,564,245,208,22,136,12,79,29,508,3013,2537,41,72,19,246,149,143,105,21,16,0,16,0,40,2,83,700,1021,25,34,20,95,61,60,37,8,14,7,1,0,4,0,29,355,21759,719,29,2131,1018,807,551,205,188,14,49,10,154,68,594,2355,0,0,0,0,0,0
